Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
16,0.971429,0.014427,0.957002,9.483998,7.221003,-1.089690,9.284053,7.182856,-1.567919,0.778804,0.776914,0.784075,0.778804
17,0.904200,0.013662,0.890538,9.402119,7.312900,0.045906,9.451502,7.464269,-1.835855,0.755955,0.749958,0.767891,0.755955
18,0.872481,0.013486,0.858995,9.266815,7.168087,-0.917802,9.024255,7.022453,-1.050705,0.783179,0.779497,0.781136,0.783179
19,0.891646,0.013735,0.877911,8.542499,6.598917,-0.168895,8.802802,6.878522,-1.540312,0.797764,0.793037,0.809199,0.797764
20,0.894324,0.013192,0.881132,8.953238,7.010871,-1.935307,9.132826,7.248435,-2.365210,0.776373,0.768027,0.779808,0.776373
21,0.830152,0.011442,0.818710,8.889868,6.845247,-1.102566,8.715820,6.735189,-1.477468,0.812348,0.808676,0.824343,0.812348
22,0.795366,0.011924,0.783442,8.330373,6.339122,0.627563,8.199612,6.230746,0.707337,0.828877,0.826523,0.829768,0.828877
23,0.758138,0.012035,0.746104,8.256330,6.364901,-1.368230,8.328351,6.357641,-1.713945,0.805542,0.798305,0.817439,0.805542
24,0.763372,0.011582,0.751790,8.135178,6.342033,-1.709698,9.539320,7.563119,-2.131433,0.829363,0.826566,0.833135,0.829363
25,0.706652,0.010750,0.695902,8.057691,6.162153,0.850625,8.776435,6.488589,1.372004,0.846378,0.848531,0.856443,0.846378
26,0.739801,0.010704,0.729098,8.019168,6.154826,0.148305,8.124949,6.250574,-1.471348,0.855615,0.855347,0.859013,0.855615
27,0.730248,0.010713,0.719534,9.174158,7.046712,-0.711397,9.648329,7.394053,-0.402416,0.832766,0.832090,0.840089,0.832766
28,0.707548,0.011297,0.696251,8.268103,6.303817,-0.292576,8.527172,6.610488,-1.236951,0.841517,0.842814,0.856923,0.841517
29,0.683639,0.010829,0.672809,8.722263,6.622286,-1.826422,8.914576,6.700356,-1.658070,0.854157,0.855311,0.859900,0.854157
30,0.699440,0.010368,0.689072,8.611304,6.639916,-1.355126,8.775312,6.822932,-1.984896,0.854157,0.853662,0.862406,0.854157
31,0.669554,0.010182,0.659373,8.609189,6.297525,1.022977,8.695529,6.632075,-0.301081,0.862907,0.864402,0.869157,0.862907
32,0.628033,0.008901,0.619132,8.021954,6.092875,-1.723993,7.950274,6.106504,-1.488931,0.874088,0.873014,0.877468,0.874088
33,0.629603,0.008962,0.620641,7.933513,6.003104,-0.752705,8.261353,6.301699,-0.014404,0.894993,0.895221,0.897514,0.894993
34,0.598743,0.009099,0.589643,7.611648,5.869552,-0.386149,7.548377,5.836934,0.405002,0.889159,0.889735,0.903330,0.889159
35,0.602802,0.010112,0.592690,7.646870,5.922198,-0.755504,7.863605,6.104589,0.258608,0.887701,0.888241,0.893246,0.887701
36,0.566232,0.008780,0.557452,8.610040,6.493952,-0.700900,8.786009,6.835344,-0.972215,0.866796,0.868526,0.880796,0.866796
37,0.557581,0.008411,0.549170,7.997192,6.083556,-1.547077,7.561770,5.845834,-0.922607,0.907146,0.907464,0.909694,0.907146
38,0.552381,0.008602,0.543779,7.832847,6.015730,-1.072610,8.081353,6.296287,-1.563565,0.898882,0.898314,0.903624,0.898882
39,0.568529,0.008587,0.559941,7.910931,5.866421,-1.286855,7.852099,5.890802,-0.878405,0.873116,0.872901,0.880648,0.873116
40,0.554213,0.009146,0.545068,7.567517,5.793760,-0.853658,7.998939,6.036002,-0.040837,0.893534,0.893226,0.896953,0.893534
41,0.564095,0.009212,0.554883,8.670902,6.690844,-1.316605,8.945795,6.779519,-0.383361,0.879436,0.880915,0.885154,0.879436
42,0.508391,0.008157,0.500234,7.277536,5.588014,-0.634721,7.473924,5.696691,0.127453,0.905202,0.905075,0.905518,0.905202
43,0.529611,0.007810,0.521801,7.230075,5.537681,-0.696201,7.293298,5.591849,-0.016081,0.913466,0.913887,0.915638,0.913466
44,0.467459,0.007813,0.459647,7.457625,5.773592,-0.479235,7.916887,6.233194,-1.043338,0.908119,0.909136,0.912999,0.908119
45,0.491009,0.007869,0.483140,7.612890,5.805069,-0.236247,7.962682,6.145609,-0.165938,0.914925,0.915588,0.919649,0.914925
46,0.481326,0.007567,0.473759,7.670652,5.858771,-2.650973,7.909285,6.035364,-2.388393,0.917355,0.917949,0.920716,0.917355
47,0.482114,0.007821,0.474293,7.958781,5.859157,-1.550714,7.827505,5.747682,-1.184093,0.913952,0.914003,0.918802,0.913952
48,0.499649,0.008575,0.491073,7.056931,5.324728,1.019332,7.455389,5.655351,1.474325,0.923675,0.924044,0.930878,0.923675
49,0.465106,0.007267,0.457839,7.512300,5.731628,-2.822656,7.250313,5.592224,-2.287224,0.917842,0.918592,0.922359,0.917842
50,0.473314,0.007275,0.466039,7.342122,5.677314,-2.411203,6.976951,5.372494,-1.290752,0.924648,0.925426,0.933383,0.924648
51,0.484147,0.007939,0.476208,7.026466,5.409718,0.486988,7.113341,5.505312,0.688766,0.898396,0.899413,0.906720,0.898396
52,0.453857,0.007697,0.446160,7.313477,5.560204,-1.563888,7.050311,5.334495,-1.152099,0.921245,0.922424,0.927155,0.921245
53,0.443990,0.007557,0.436433,6.664097,5.147740,-0.035105,6.746527,5.260269,0.780749,0.916383,0.916646,0.920025,0.916383
54,0.415279,0.006781,0.408498,6.484424,4.955854,-1.077755,6.484984,4.945749,-0.494455,0.925134,0.924859,0.926617,0.925134
55,0.413773,0.006845,0.406928,7.229634,5.494043,-0.330081,7.502291,5.659227,0.237252,0.922217,0.922585,0.923330,0.922217
56,0.429972,0.007578,0.422394,7.195495,5.485509,-1.456549,7.507694,5.758885,-1.183553,0.922217,0.923336,0.929679,0.922217
57,0.412845,0.006826,0.406019,6.452795,5.041459,-1.620051,6.490460,5.028874,-1.354017,0.932912,0.932881,0.934302,0.932912
58,0.399826,0.006974,0.392852,6.481316,4.886311,-0.196409,6.496598,4.909827,-0.246244,0.938746,0.939299,0.940426,0.938746
59,0.409553,0.007092,0.402462,6.559553,5.066398,-2.139237,6.678882,5.179515,-1.745758,0.927078,0.927870,0.932793,0.927078
60,0.409857,0.007063,0.402794,6.685023,5.006632,-0.122535,6.557828,4.970582,-0.317544,0.926106,0.926583,0.928231,0.926106
61,0.396970,0.006999,0.389971,6.320135,4.807198,0.177241,6.600589,5.085504,-0.191987,0.926592,0.927063,0.929317,0.926592
62,0.394496,0.007330,0.387165,10.041961,7.281085,-3.780604,10.190469,7.501568,-3.843107,0.928537,0.928140,0.928743,0.928537
63,0.417632,0.007744,0.409888,7.580750,5.786458,-2.657903,7.895196,6.087380,-2.551410,0.923675,0.924514,0.927730,0.923675
64,0.406194,0.006637,0.399557,7.010906,5.199652,-0.709542,7.045448,5.302739,-0.746065,0.933398,0.934148,0.937413,0.933398
65,0.361330,0.005888,0.355442,5.967092,4.540851,-0.088651,6.054651,4.601563,-0.255825,0.940204,0.940682,0.943684,0.940204
66,0.361382,0.006599,0.354783,7.181375,5.580005,-2.296952,7.371218,5.741836,-2.499372,0.928537,0.929436,0.931305,0.928537
67,0.351065,0.006084,0.344981,6.768328,5.163096,-0.925950,6.811765,5.278613,-1.113203,0.936801,0.937113,0.938489,0.936801
68,0.368250,0.006542,0.361708,6.857586,5.114687,-0.645678,6.988905,5.328255,-0.829244,0.940204,0.940888,0.945305,0.940204
69,0.408019,0.006201,0.401817,6.775574,5.154363,-1.501257,6.558579,5.069679,-1.343824,0.935829,0.936266,0.939596,0.935829
70,0.379106,0.006873,0.372232,6.877426,5.376137,-2.521602,7.178699,5.640083,-2.596025,0.940204,0.940607,0.943141,0.940204
71,0.369236,0.006717,0.362519,8.252818,6.199236,-1.722049,8.050741,6.145499,-1.276232,0.922703,0.923700,0.927506,0.922703
72,0.348736,0.006111,0.342625,6.433840,4.831310,0.293695,6.431625,4.862574,0.453236,0.944579,0.945556,0.948739,0.944579
73,0.363843,0.006896,0.356946,6.656826,5.079508,-1.278727,6.586053,5.093521,-1.333312,0.938746,0.939593,0.941697,0.938746
74,0.318032,0.005659,0.312373,6.209453,4.553056,-1.190704,6.687356,5.097638,-2.181277,0.947982,0.948508,0.950681,0.947982
75,0.358869,0.005879,0.352990,6.369926,4.820219,0.351288,6.245324,4.772520,-0.207938,0.932426,0.933007,0.937333,0.932426
76,0.382030,0.006182,0.375848,6.805783,5.140487,-1.372783,6.519261,5.009139,-1.301864,0.945066,0.945518,0.946793,0.945066
77,0.353827,0.006394,0.347433,6.729666,5.010047,1.057770,6.716639,5.208573,0.411940,0.934857,0.934740,0.939176,0.934857
78,0.344414,0.006273,0.338141,6.366234,4.771353,-0.243062,6.303177,4.774903,-0.238256,0.937287,0.937847,0.939682,0.937287
79,0.320382,0.005627,0.314756,6.793905,5.090962,0.628291,6.474693,4.959317,0.673833,0.937287,0.937649,0.939304,0.937287
80,0.310901,0.005550,0.305351,6.271023,4.832520,0.242662,6.278922,4.847596,-0.093293,0.946038,0.946513,0.947828,0.946038
81,0.324493,0.006377,0.318116,7.046033,5.281001,1.760068,6.972997,5.309010,2.152611,0.941663,0.942210,0.945450,0.941663
82,0.308567,0.006378,0.302189,6.728425,5.047945,-1.743713,6.550616,4.998029,-1.708358,0.937287,0.938161,0.941024,0.937287
83,0.301896,0.005413,0.296484,6.377231,4.811289,-1.527387,6.491261,4.975131,-1.493819,0.918814,0.919813,0.925960,0.918814
84,0.314137,0.006228,0.307909,7.178640,5.650364,-3.004780,6.912168,5.446057,-2.881335,0.947010,0.947557,0.950454,0.947010
85,0.286057,0.005821,0.280236,6.323465,4.691002,-0.137849,6.216027,4.654215,0.046344,0.945552,0.945761,0.949316,0.945552
86,0.319733,0.006117,0.313616,6.632626,5.049482,-1.362953,6.384122,4.971514,-0.804959,0.943607,0.944242,0.947147,0.943607
87,0.305415,0.005113,0.300302,6.021696,4.493579,-0.365943,6.189064,4.720762,-0.458688,0.948469,0.948691,0.950875,0.948469
88,0.306894,0.005703,0.301191,5.763241,4.331711,-0.423203,5.684600,4.316857,-0.043723,0.944579,0.945116,0.949352,0.944579
89,0.284822,0.005259,0.279563,5.946396,4.513180,-1.065575,6.017732,4.597809,-0.923315,0.946524,0.947554,0.951314,0.946524
90,0.298549,0.006149,0.292400,6.956210,5.154568,2.454864,6.732761,5.040262,2.501649,0.943121,0.943526,0.945781,0.943121
91,0.328831,0.006083,0.322748,6.136159,4.568110,-0.912359,6.121154,4.637507,-0.936529,0.950899,0.951213,0.952796,0.950899
92,0.274212,0.005155,0.269057,6.532539,4.869111,1.197151,6.319454,4.685073,1.088181,0.956733,0.956839,0.957243,0.956733
93,0.313605,0.005601,0.308004,6.060612,4.530148,-0.018781,6.027442,4.632432,-0.000742,0.945066,0.945406,0.947484,0.945066
94,0.325937,0.005811,0.320127,6.008310,4.531631,-1.740788,5.987302,4.558991,-1.650895,0.948955,0.949255,0.951625,0.948955
95,0.311987,0.005733,0.306254,6.098674,4.612988,-0.426761,6.071466,4.636000,-0.147362,0.954302,0.955183,0.959193,0.954302
96,0.275337,0.005651,0.269685,6.757663,5.176125,-0.919563,6.334898,4.855645,-0.201442,0.944579,0.944893,0.946148,0.944579
97,0.244032,0.005080,0.238952,6.353151,5.018255,-2.851449,6.359807,5.011148,-3.153614,0.950413,0.950865,0.952715,0.950413
98,0.267844,0.005689,0.262155,6.067630,4.627425,-0.966287,5.760629,4.417181,-0.249027,0.949441,0.949752,0.951256,0.949441
99,0.279188,0.005175,0.274013,5.750271,4.338642,-1.110291,5.961728,4.546056,-1.543806,0.950413,0.950739,0.953662,0.950413
100,0.263602,0.005270,0.258333,6.538834,5.006768,-0.162951,6.465862,4.964256,0.036837,0.937773,0.938151,0.939594,0.937773
