Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
87,0.203238,0.004909,0.198330,5.963106,4.571960,-2.237848,5.721053,4.296895,-1.264238,0.958192,0.958568,0.959703,0.958192
88,0.205947,0.004837,0.201110,5.726439,4.242683,-0.098938,5.627789,4.164892,-0.232664,0.957219,0.957331,0.958609,0.957219
89,0.225400,0.005868,0.219533,5.322070,3.918355,-0.008677,5.255232,3.945546,0.097952,0.962081,0.962653,0.964073,0.962081
90,0.255780,0.006106,0.249674,5.703135,4.288908,0.020400,5.751945,4.350654,0.489909,0.947982,0.948291,0.949158,0.947982
91,0.248145,0.005413,0.242732,5.536235,4.088414,-0.174639,5.605674,4.170645,-0.331776,0.961108,0.961351,0.964719,0.961108
92,0.246940,0.004681,0.242260,5.435327,4.020788,0.484198,5.443374,4.028984,0.243849,0.955275,0.956018,0.960760,0.955275
93,0.202637,0.004129,0.198508,5.506213,3.962533,0.414308,5.419642,3.965321,0.569744,0.958678,0.958615,0.961837,0.958678
94,0.231842,0.004398,0.227444,5.259432,3.868984,-0.757555,5.306705,3.924716,-0.740853,0.957705,0.957676,0.960172,0.957705
95,0.243362,0.004833,0.238529,5.115228,3.762404,-0.395661,5.164749,3.866357,-0.236928,0.960622,0.961185,0.965620,0.960622
96,0.246360,0.004550,0.241810,5.577447,4.134276,-0.717266,5.545670,4.126324,-0.538296,0.955275,0.955273,0.957787,0.955275
97,0.208540,0.004574,0.203966,5.188359,3.826866,0.089839,5.317245,3.974732,0.050466,0.958192,0.958609,0.960091,0.958192
98,0.283909,0.005271,0.278638,5.567205,4.168701,-0.132343,5.797834,4.463774,0.484619,0.956733,0.956693,0.957460,0.956733
99,0.253686,0.004529,0.249157,5.623988,4.264103,0.019913,5.461540,4.184265,0.052900,0.960136,0.960697,0.963383,0.960136
100,0.208328,0.004827,0.203501,5.267219,3.940570,-0.621850,5.287672,3.959409,-0.372107,0.964511,0.964598,0.967107,0.964511
