Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
32,0.636363,0.009215,0.627148,7.738262,5.766061,0.064868,7.924667,5.979113,-0.384793,0.852698,0.849552,0.859945,0.852698
33,0.601802,0.008895,0.592907,8.599609,6.918408,2.627084,8.397768,6.692389,3.200675,0.831308,0.829571,0.840333,0.831308
34,0.575184,0.007793,0.567391,8.025122,6.361211,-2.656205,7.616479,5.991386,-2.031073,0.904229,0.905352,0.912177,0.904229
35,0.549329,0.008414,0.540916,7.549140,5.672552,2.412512,7.546197,5.738224,2.731464,0.902771,0.902319,0.908829,0.902771
36,0.542731,0.008041,0.534690,7.544408,5.914272,-0.192580,7.556275,5.997336,-0.866024,0.916383,0.916918,0.921806,0.916383
37,0.569521,0.008907,0.560614,8.781424,6.806885,-0.665356,8.599392,6.627182,-0.540851,0.886242,0.885077,0.885772,0.886242
38,0.558705,0.008611,0.550094,8.387728,6.637657,-1.270506,7.800696,6.190877,-0.523750,0.901313,0.900939,0.906858,0.901313
39,0.522142,0.008715,0.513427,7.293886,5.666358,-1.641938,7.450666,5.880205,-1.646068,0.913952,0.914009,0.916419,0.913952
40,0.484912,0.007496,0.477416,7.197366,5.552502,-0.007168,7.346807,5.732092,0.394199,0.838114,0.836682,0.844078,0.838114
41,0.506039,0.007737,0.498303,7.154675,5.572117,-0.688313,7.223709,5.660869,-1.002245,0.933398,0.933802,0.937157,0.933398
42,0.511214,0.007821,0.503394,6.558656,5.043641,-1.673288,6.696398,5.129879,-1.792604,0.906174,0.905995,0.907315,0.906174
43,0.494946,0.008879,0.486067,7.485824,5.752769,2.239098,7.407041,5.806531,2.404089,0.919300,0.919177,0.920410,0.919300
44,0.471850,0.007280,0.464570,6.541270,4.989733,1.272265,6.289411,4.775912,0.906922,0.920758,0.921245,0.922836,0.920758
45,0.466764,0.007476,0.459288,8.027441,6.050334,0.621915,8.032421,6.129177,0.088224,0.905202,0.906403,0.910558,0.905202
46,0.445359,0.007629,0.437729,7.393828,5.779837,-0.908992,7.524758,5.878301,-1.695847,0.912980,0.913303,0.918569,0.912980
47,0.413947,0.006438,0.407509,7.436653,5.869569,-0.520711,7.141610,5.689249,-0.033644,0.911522,0.911573,0.914426,0.911522
48,0.464124,0.007571,0.456552,7.813476,6.058836,-2.985859,7.934357,6.173953,-3.470995,0.923189,0.924057,0.929932,0.923189
49,0.474366,0.007460,0.466905,8.174769,6.509945,0.017739,8.203054,6.521900,-0.173218,0.888673,0.888447,0.894606,0.888673
50,0.412135,0.008287,0.403848,7.265757,5.625385,0.551882,7.588572,5.946899,1.200599,0.910063,0.910283,0.913214,0.910063
51,0.439511,0.007680,0.431831,6.897067,5.224653,0.852213,6.937361,5.270367,1.666538,0.909577,0.909001,0.910685,0.909577
52,0.418695,0.006422,0.412273,6.518020,4.938175,0.655876,6.715565,5.202354,0.558324,0.929509,0.930271,0.935572,0.929509
53,0.433808,0.007044,0.426764,6.837840,5.337988,0.283650,7.017986,5.548416,-0.058007,0.912980,0.913615,0.918108,0.912980
54,0.440359,0.007324,0.433035,6.561257,4.995131,-0.044427,6.647052,5.106606,-0.771946,0.913952,0.914784,0.921113,0.913952
55,0.429070,0.007364,0.421706,6.714948,5.019103,-0.807810,6.819371,5.142386,-0.618827,0.934857,0.935667,0.938381,0.934857
56,0.395627,0.006756,0.388871,6.628129,5.107757,-0.653921,6.559413,5.007199,-0.680664,0.918328,0.919285,0.928343,0.918328
57,0.389136,0.006878,0.382259,6.640348,5.037220,-0.491909,6.484553,4.958066,-0.440272,0.942635,0.943035,0.945271,0.942635
58,0.365909,0.007065,0.358843,6.758387,5.120980,-1.184986,6.662441,5.060129,-0.713280,0.933884,0.934471,0.937510,0.933884
59,0.384466,0.006744,0.377722,6.714018,5.285282,-1.704865,6.895433,5.407382,-1.957541,0.944579,0.944900,0.945842,0.944579
60,0.338913,0.005926,0.332987,6.485276,5.054012,0.678881,6.543173,5.108182,0.172188,0.934857,0.935191,0.939495,0.934857
61,0.378824,0.006558,0.372266,6.860195,5.269228,-0.595787,6.812384,5.271204,-0.206399,0.929509,0.930515,0.936758,0.929509
62,0.371869,0.006579,0.365290,6.521052,4.961299,-0.138549,6.837179,5.285529,-0.617087,0.937287,0.937654,0.938893,0.937287
63,0.353115,0.007033,0.346082,6.588605,4.967595,0.471498,6.723119,5.158764,0.696430,0.930967,0.932066,0.936436,0.930967
64,0.337347,0.005609,0.331737,5.766049,4.389900,-0.981126,5.790211,4.433756,-1.016948,0.941176,0.941773,0.944051,0.941176
65,0.373198,0.006152,0.367046,6.591814,5.080759,0.706872,6.860865,5.407955,1.348076,0.907146,0.907511,0.911470,0.907146
66,0.319839,0.006638,0.313200,7.463819,5.778604,-1.563082,7.387838,5.710142,-1.867062,0.926592,0.927148,0.929467,0.926592
67,0.338920,0.006197,0.332723,7.413280,5.899652,-2.534336,7.212164,5.715723,-2.290143,0.938260,0.937749,0.938549,0.938260
68,0.349999,0.006427,0.343572,6.548802,5.047540,-0.449956,6.875972,5.397308,-0.206453,0.926106,0.926946,0.934330,0.926106
69,0.368107,0.006608,0.361499,8.164968,6.263714,-0.395589,8.309987,6.316866,-0.021528,0.934370,0.935385,0.939573,0.934370
70,0.344029,0.007787,0.336242,6.882003,5.342213,-0.627938,6.759180,5.285683,-0.384669,0.944093,0.944817,0.949913,0.944093
71,0.339474,0.005953,0.333521,6.651427,5.199274,-0.971097,6.630932,5.229722,-0.525720,0.936801,0.937320,0.939814,0.936801
72,0.326553,0.006380,0.320173,6.626838,5.184215,-1.825193,6.884356,5.426708,-2.363429,0.943121,0.943728,0.947500,0.943121
73,0.305736,0.006226,0.299510,5.927535,4.535108,-1.234011,5.859583,4.463818,-0.775238,0.954302,0.954942,0.957248,0.954302
74,0.336391,0.005833,0.330558,7.267650,5.828809,-1.429278,7.174544,5.762514,-1.118258,0.946038,0.946375,0.947828,0.946038
75,0.281691,0.005461,0.276230,6.263535,4.860350,0.036119,6.539698,5.111848,-0.436766,0.923675,0.923987,0.929289,0.923675
76,0.304973,0.005638,0.299335,6.582430,5.104754,-1.150586,6.390721,5.015756,-0.704015,0.947496,0.948600,0.954479,0.947496
77,0.313315,0.005623,0.307692,6.815251,5.184158,-1.065060,7.137263,5.543530,-1.496414,0.950899,0.951809,0.958822,0.950899
78,0.277412,0.005374,0.272038,6.662091,5.199669,-2.069239,6.793858,5.365302,-2.193845,0.937773,0.937825,0.942307,0.937773
79,0.276651,0.005339,0.271312,7.244062,5.647881,-1.800431,7.319007,5.715619,-1.943431,0.939232,0.939737,0.941897,0.939232
80,0.312584,0.005480,0.307104,7.010324,5.458000,-1.938864,6.850390,5.339128,-1.780228,0.921731,0.922682,0.929703,0.921731
81,0.303873,0.005810,0.298062,7.190612,5.661414,-2.171078,6.984781,5.457428,-2.132553,0.947982,0.948589,0.952985,0.947982
82,0.268385,0.006158,0.262227,6.180625,4.681183,0.407024,6.235420,4.804996,0.364480,0.947496,0.947767,0.949739,0.947496
83,0.327588,0.005899,0.321689,6.359305,4.870631,-0.668974,6.147812,4.756547,-0.461848,0.942635,0.942900,0.945434,0.942635
84,0.284057,0.006060,0.277998,6.749999,5.351727,-2.145916,6.699880,5.252707,-1.679384,0.950899,0.951541,0.953570,0.950899
85,0.288328,0.005408,0.282920,6.267487,4.887580,-1.158344,6.379123,4.970580,-0.891083,0.950899,0.951810,0.954804,0.950899
86,0.335242,0.006259,0.328983,6.111127,4.716395,-1.774000,6.150193,4.790293,-1.642208,0.949927,0.950300,0.951725,0.949927
87,0.277312,0.005342,0.271970,6.352385,4.927122,0.210451,6.462737,5.045459,-0.539102,0.934857,0.935467,0.938924,0.934857
88,0.227044,0.005118,0.221925,5.987974,4.601117,-0.450308,6.455086,5.012349,-0.567973,0.955275,0.955969,0.958310,0.955275
89,0.262933,0.005064,0.257869,6.246659,4.813311,-1.523283,6.228756,4.846710,-1.232493,0.929509,0.930492,0.935861,0.929509
90,0.235095,0.004634,0.230461,6.106487,4.652231,-1.410783,6.264103,4.877685,-1.490202,0.947982,0.948993,0.954192,0.947982
91,0.270597,0.004882,0.265714,6.912276,5.459841,-2.296388,6.932098,5.552372,-2.174480,0.954302,0.955114,0.958056,0.954302
92,0.267182,0.005005,0.262177,5.868128,4.488940,-0.173657,5.883543,4.490105,0.242007,0.951872,0.952421,0.955155,0.951872
93,0.254067,0.004690,0.249377,5.655274,4.246037,-0.433448,5.768403,4.355995,-0.351882,0.951872,0.952214,0.956476,0.951872
94,0.268670,0.004960,0.263709,5.455279,4.119456,0.239388,5.571526,4.228749,0.310145,0.953330,0.953919,0.955460,0.953330
95,0.301482,0.005630,0.295851,6.352197,4.873710,-0.862192,6.254617,4.843054,-0.457477,0.942635,0.942716,0.944060,0.942635
96,0.232506,0.004844,0.227662,6.155219,4.801755,-1.601579,6.207855,4.876499,-1.003850,0.953816,0.953993,0.956325,0.953816
97,0.258364,0.004877,0.253486,6.053226,4.604838,-0.114645,6.282084,4.829754,-0.264788,0.937287,0.937575,0.940044,0.937287
98,0.258059,0.004820,0.253239,6.104605,4.662263,0.066665,6.079979,4.681831,-0.146435,0.946038,0.946754,0.951965,0.946038
99,0.244348,0.005144,0.239205,5.864519,4.466861,-1.309132,5.839153,4.534835,-0.892004,0.955275,0.955281,0.956029,0.955275
100,0.246223,0.005185,0.241038,6.342297,4.900987,-1.702960,6.439775,5.050105,-2.126358,0.945066,0.945644,0.948626,0.945066
