Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
41,0.539322,0.008270,0.531052,7.046123,5.265487,-0.074481,7.462646,5.612727,0.042422,0.885756,0.885738,0.902128,0.885756
42,0.509654,0.007931,0.501723,7.172543,5.528199,-1.257239,6.933352,5.261568,-0.806354,0.902285,0.901508,0.904125,0.902285
43,0.516551,0.008330,0.508220,7.362226,5.681788,-2.396700,7.285345,5.686258,-2.396981,0.890617,0.890936,0.898758,0.890617
44,0.518148,0.007621,0.510527,7.487214,5.653501,-0.104860,7.174845,5.370090,-0.433316,0.896937,0.898194,0.911921,0.896937
45,0.490697,0.007865,0.482832,7.837700,5.902656,-2.744260,8.837486,6.711616,-3.498012,0.916383,0.917050,0.922423,0.916383
46,0.472689,0.007911,0.464778,7.612042,5.864633,-2.138882,8.054110,6.269068,-2.428774,0.851240,0.849618,0.854681,0.851240
47,0.465684,0.007638,0.458046,7.386851,5.524468,-2.439035,7.117414,5.348380,-1.650133,0.922217,0.922591,0.925749,0.922217
48,0.517555,0.007511,0.510045,8.075443,6.372292,-3.028244,6.899792,5.316396,-1.098076,0.898396,0.898505,0.903155,0.898396
49,0.449618,0.007285,0.442333,7.214900,5.564312,-2.509418,7.882758,6.060689,-2.972804,0.929509,0.929972,0.932037,0.929509
50,0.430036,0.007093,0.422943,8.394544,6.209924,-2.083867,7.939379,6.003292,-0.333041,0.908119,0.907848,0.912351,0.908119
51,0.420880,0.006975,0.413905,8.247572,6.576918,-3.493617,8.311086,6.592581,-3.582026,0.926106,0.926542,0.931707,0.926106
52,0.412599,0.006634,0.405965,7.454678,5.509030,-0.680815,7.421507,5.445704,-1.720605,0.927078,0.927206,0.932447,0.927078
53,0.416895,0.007149,0.409746,10.007185,7.726578,-5.387756,9.955045,7.734156,-4.950470,0.885756,0.887214,0.894905,0.885756
54,0.431572,0.007155,0.424417,7.131262,5.443977,-1.769258,6.969722,5.246531,-0.600520,0.919786,0.920454,0.927073,0.919786
55,0.379057,0.006490,0.372567,7.146572,5.325993,-1.016068,6.832692,5.119033,-0.860224,0.917355,0.918368,0.921711,0.917355
56,0.395880,0.006823,0.389057,7.580150,5.910328,-2.708499,7.116141,5.446019,-1.941563,0.924161,0.925316,0.929181,0.924161
57,0.395051,0.006920,0.388132,7.674974,5.943686,-1.911547,7.692026,5.967332,-3.007989,0.914439,0.915460,0.922534,0.914439
58,0.389420,0.006215,0.383205,7.258396,5.556938,-2.830248,8.220092,6.429296,-3.531249,0.924161,0.925320,0.929071,0.924161
59,0.403392,0.006840,0.396552,7.421975,5.817634,-2.921730,7.144248,5.596856,-1.867366,0.921731,0.923127,0.928046,0.921731
60,0.417212,0.007116,0.410096,7.739686,5.827581,-2.423594,7.954465,6.174081,-2.653237,0.922703,0.923560,0.925503,0.922703
61,0.361717,0.006216,0.355501,7.342537,5.567816,-0.909392,7.042417,5.327609,-0.958623,0.936801,0.938063,0.942501,0.936801
62,0.373056,0.006581,0.366475,7.399139,5.762763,-3.175611,7.204065,5.640974,-2.840838,0.931940,0.933058,0.940264,0.931940
63,0.339439,0.005372,0.334067,6.786795,5.205294,-0.486320,6.712850,5.118101,-0.665790,0.913466,0.913422,0.918367,0.913466
64,0.378073,0.006266,0.371808,7.050054,5.308110,-1.782268,7.477588,5.703961,-1.416649,0.919786,0.919873,0.923812,0.919786
65,0.420944,0.007136,0.413808,8.229025,6.432751,-2.662304,8.473532,6.679924,-2.629985,0.937287,0.937346,0.938089,0.937287
66,0.326963,0.005953,0.321009,7.735287,6.126154,-3.085065,7.880938,6.185604,-3.478098,0.937287,0.938277,0.941093,0.937287
67,0.336512,0.005092,0.331420,5.922392,4.535907,-1.332363,6.824714,5.396698,-3.415982,0.945552,0.946287,0.950857,0.945552
68,0.391995,0.007534,0.384461,8.133218,6.253307,-3.625607,7.314913,5.559585,-2.781157,0.943121,0.943813,0.947764,0.943121
69,0.322047,0.005873,0.316175,7.440338,5.716547,-2.463797,7.915345,6.192630,-3.240211,0.948469,0.949383,0.955341,0.948469
70,0.357972,0.006556,0.351416,6.821818,5.243961,-2.363666,7.085326,5.314962,-1.586835,0.932912,0.933211,0.936111,0.932912
71,0.305393,0.005949,0.299444,6.955386,5.339020,-2.885267,7.441821,5.741337,-3.206805,0.905202,0.906159,0.913727,0.905202
72,0.336629,0.005794,0.330835,8.473700,6.454153,-2.532157,7.192106,5.521274,-1.500614,0.937287,0.937968,0.942052,0.937287
73,0.332446,0.006185,0.326261,7.224366,5.488635,-2.645761,7.114861,5.554865,-2.917346,0.945552,0.945996,0.947272,0.945552
74,0.347307,0.006096,0.341210,6.709416,5.182464,-3.396621,7.522004,5.923105,-3.535714,0.931940,0.932699,0.937984,0.931940
75,0.344103,0.005866,0.338237,6.665423,5.104464,-1.780126,7.195966,5.615707,-2.942898,0.946038,0.946727,0.948604,0.946038
76,0.280082,0.005599,0.274483,7.833465,5.573267,-2.303235,7.790688,5.691518,-2.672908,0.921731,0.922910,0.927016,0.921731
77,0.300754,0.005321,0.295433,6.144670,4.668845,-0.432558,6.634059,5.126126,-1.518526,0.929995,0.930324,0.937583,0.929995
78,0.304309,0.006178,0.298131,7.301092,5.427547,-2.734202,7.561125,5.811546,-3.609788,0.944093,0.944710,0.946506,0.944093
79,0.300460,0.005664,0.294796,7.284841,5.352791,-2.199904,7.397132,5.481137,-2.505701,0.922217,0.923941,0.931998,0.922217
80,0.322769,0.005922,0.316847,7.987022,5.747814,-2.376368,8.402358,6.277727,-2.524227,0.912980,0.913527,0.918359,0.912980
81,0.296392,0.005439,0.290953,6.893932,5.189396,-2.809304,6.782702,5.210152,-2.981978,0.947496,0.948304,0.951529,0.947496
82,0.277606,0.005400,0.272207,5.976258,4.539089,-1.634738,5.862761,4.495847,-0.994431,0.934370,0.935500,0.943998,0.934370
83,0.366753,0.006840,0.359913,6.707183,5.023871,0.027151,6.885997,5.212641,-0.856870,0.926592,0.927005,0.932657,0.926592
84,0.308902,0.006044,0.302858,6.865208,5.197803,-2.320064,7.115372,5.538373,-3.021206,0.948469,0.949696,0.953448,0.948469
85,0.291366,0.005683,0.285683,6.710611,4.997679,-1.104889,6.682257,5.046180,-1.505370,0.941176,0.941730,0.943518,0.941176
86,0.248373,0.004873,0.243500,5.680588,4.239854,-1.445845,6.185890,4.717265,-2.438525,0.952358,0.953561,0.958417,0.952358
87,0.284899,0.005538,0.279361,6.931154,4.939383,-0.932984,7.714615,5.503213,-0.852649,0.935829,0.937072,0.945838,0.935829
88,0.271002,0.005290,0.265712,6.448780,4.905604,-2.116763,6.848488,5.354314,-1.729229,0.943121,0.944265,0.949839,0.943121
89,0.271096,0.005290,0.265805,6.283198,4.779352,-1.920547,6.454066,4.992157,-2.412205,0.937773,0.939115,0.946584,0.937773
90,0.278713,0.005499,0.273215,5.397835,4.060991,-0.059644,5.698527,4.296507,-0.651814,0.948469,0.949030,0.952050,0.948469
91,0.275052,0.005533,0.269518,6.407493,4.954645,-2.739134,6.719390,5.267634,-2.842771,0.946524,0.947484,0.952758,0.946524
92,0.249626,0.004780,0.244846,6.562678,4.853029,-1.410726,6.399060,4.847555,-1.111963,0.935343,0.935667,0.938993,0.935343
93,0.294671,0.005674,0.288997,5.808962,4.397867,-1.221458,6.106023,4.721066,-2.160902,0.943607,0.944371,0.947233,0.943607
94,0.276165,0.005432,0.270733,6.650839,5.202171,-2.462318,7.149110,5.601497,-2.693835,0.943607,0.944405,0.948553,0.943607
95,0.284136,0.004863,0.279273,6.501893,4.967371,-1.462532,6.304583,4.883406,-1.264299,0.942149,0.942587,0.945588,0.942149
96,0.250537,0.004975,0.245562,6.256983,4.656992,-0.693570,6.251705,4.806395,-1.170188,0.940204,0.941065,0.946166,0.940204
97,0.245327,0.004544,0.240783,7.127163,5.600649,-2.824761,7.310026,5.849560,-2.640565,0.953330,0.953594,0.955626,0.953330
98,0.257840,0.005088,0.252752,7.715607,5.671712,-2.194198,7.061495,5.248275,-1.884752,0.935829,0.936690,0.940543,0.935829
99,0.268166,0.005098,0.263068,6.234566,4.753416,-1.249642,6.483541,5.039561,-1.242400,0.943121,0.943342,0.948935,0.943121
100,0.329064,0.007310,0.321754,6.490096,4.968871,-1.147949,6.633269,5.032200,-0.547989,0.946038,0.946513,0.948046,0.946038
