Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
20,0.798491,0.011533,0.786959,9.466946,7.374862,0.177929,10.508306,8.230241,0.014833,0.822557,0.818685,0.835984,0.822557
21,0.795858,0.012181,0.783677,8.774057,6.888000,-3.667057,8.190932,6.376694,-2.580381,0.840544,0.840935,0.843819,0.840544
22,0.779541,0.010661,0.768879,7.396317,5.666716,-0.483977,7.602977,5.927140,-0.595315,0.853184,0.853858,0.860142,0.853184
23,0.769918,0.011236,0.758681,8.865982,6.779244,0.650769,8.833503,6.687304,-0.614367,0.814779,0.809970,0.831612,0.814779
24,0.724771,0.010517,0.714255,8.699066,6.788771,-2.855640,8.027499,6.214451,-2.386388,0.854157,0.852501,0.864127,0.854157
25,0.710095,0.009883,0.700212,8.498815,6.499586,0.256607,8.031092,6.142167,-1.221080,0.846378,0.846870,0.849822,0.846378
26,0.687805,0.009667,0.678138,7.874752,6.174379,-0.905994,8.523987,6.499868,-1.334931,0.873602,0.870656,0.878206,0.873602
27,0.655930,0.009537,0.646393,8.438689,6.603252,1.666695,8.595145,6.788223,1.967444,0.863393,0.863272,0.867600,0.863393
28,0.662954,0.009899,0.653056,7.964889,6.131451,-0.152043,7.201834,5.526937,0.512950,0.855129,0.854316,0.862056,0.855129
29,0.638590,0.009356,0.629235,7.201777,5.510321,0.735366,7.096261,5.406235,-0.083661,0.890617,0.890478,0.892205,0.890617
30,0.635080,0.009192,0.625888,6.810105,5.176461,0.593822,6.996442,5.365062,1.150515,0.884784,0.884237,0.888980,0.884784
31,0.609348,0.008995,0.600353,8.244853,6.352116,-1.932240,7.371405,5.687786,-0.951554,0.875061,0.874160,0.889102,0.875061
32,0.621757,0.008753,0.613005,7.188750,5.375775,1.085488,7.049413,5.323939,0.201867,0.887214,0.886742,0.892411,0.887214
33,0.593066,0.007997,0.585069,7.208503,5.554805,-0.613363,7.396204,5.690041,-0.373114,0.880408,0.880892,0.888059,0.880408
34,0.588344,0.009070,0.579274,9.451858,7.118576,-1.130444,8.838792,6.858857,-1.168900,0.904229,0.905531,0.913562,0.904229
35,0.576990,0.008429,0.568562,8.163184,6.389532,3.142415,7.882630,6.207408,2.904330,0.879436,0.879814,0.884283,0.879436
36,0.592772,0.009377,0.583395,7.466411,5.629893,-1.208860,7.089625,5.471473,-1.660108,0.891590,0.891078,0.894497,0.891590
37,0.561872,0.008213,0.553659,6.636669,5.034465,-0.384853,6.923085,5.253458,-1.236636,0.912980,0.913108,0.917451,0.912980
38,0.544430,0.008591,0.535838,8.202821,6.181362,-1.460789,8.017185,6.157840,-0.488187,0.876033,0.874369,0.881495,0.876033
39,0.549493,0.008339,0.541155,7.329194,5.592392,-0.304976,7.146619,5.569544,-0.244473,0.900340,0.899821,0.903143,0.900340
40,0.515765,0.007637,0.508128,6.496063,4.972734,0.326195,6.781214,5.192501,1.278773,0.883325,0.880990,0.898993,0.883325
41,0.487235,0.007772,0.479464,7.552702,5.725422,-1.634203,7.506797,5.814795,-2.217295,0.898882,0.898196,0.903939,0.898882
42,0.500841,0.007894,0.492948,7.470081,5.872773,-1.543926,7.286282,5.730691,-0.786017,0.899368,0.899344,0.902965,0.899368
43,0.468790,0.007345,0.461445,6.362852,4.861604,0.282011,6.372665,4.923019,0.314320,0.914439,0.914464,0.919091,0.914439
44,0.528248,0.007704,0.520544,7.556825,5.864729,1.546296,7.166696,5.528076,0.051629,0.912494,0.912808,0.916064,0.912494
45,0.508425,0.007750,0.500675,6.590223,5.102329,-0.845134,6.400161,4.950697,-0.894520,0.929995,0.930214,0.932413,0.929995
46,0.478225,0.007064,0.471161,7.294374,5.584698,0.202812,7.077434,5.377396,1.368598,0.914925,0.915091,0.921338,0.914925
47,0.481588,0.007101,0.474487,7.855347,6.074288,-1.919365,7.061131,5.472773,-0.841076,0.918328,0.918321,0.919252,0.918328
48,0.449535,0.006638,0.442898,6.263468,4.824787,0.080332,6.090150,4.694251,0.332383,0.933398,0.934012,0.936850,0.933398
49,0.434000,0.006923,0.427077,6.958774,5.347919,-2.064493,7.064014,5.484112,-1.569684,0.928051,0.929489,0.943313,0.928051
50,0.503426,0.009498,0.493928,6.880378,5.092192,0.921571,6.991531,5.349651,1.371041,0.902771,0.903107,0.909556,0.902771
51,0.435065,0.007229,0.427836,6.618676,4.888498,0.587179,6.651041,4.968067,0.512821,0.911035,0.911618,0.916085,0.911035
52,0.430502,0.006394,0.424108,8.300617,6.505375,-2.368437,8.527717,6.744732,-1.994321,0.874575,0.877285,0.888147,0.874575
53,0.436314,0.007396,0.428918,6.428595,4.827562,0.697157,6.582016,5.016936,0.355400,0.909577,0.909785,0.916715,0.909577
54,0.501408,0.007406,0.494003,6.791909,5.308627,0.849339,7.218384,5.803370,1.143456,0.927078,0.927386,0.929921,0.927078
55,0.430007,0.006823,0.423184,6.521672,5.013190,-1.143891,6.428344,5.017125,-0.207647,0.939718,0.940563,0.944715,0.939718
56,0.370818,0.006457,0.364361,6.728172,5.177759,-1.510761,6.685366,5.160241,-0.585980,0.933884,0.934323,0.937772,0.933884
57,0.404491,0.006473,0.398018,6.414547,4.800486,0.161924,6.350545,4.845034,0.677615,0.934370,0.934752,0.936505,0.934370
58,0.424771,0.006232,0.418539,6.435755,4.832291,-0.922655,6.478873,5.056746,-1.475110,0.934370,0.935183,0.940247,0.934370
59,0.422236,0.007787,0.414449,6.777336,5.273729,-2.412627,6.341231,4.929438,-0.860909,0.943121,0.943312,0.944342,0.943121
60,0.371362,0.006260,0.365102,6.843025,5.237773,-1.122947,6.795921,5.273972,-0.914113,0.900340,0.901714,0.911268,0.900340
61,0.415158,0.006650,0.408508,6.093961,4.596295,-0.706818,6.251651,4.836246,-0.113995,0.932426,0.933402,0.938143,0.932426
62,0.352403,0.005919,0.346484,6.685732,5.221506,0.055096,6.727821,5.284994,0.388893,0.931940,0.932600,0.938566,0.931940
63,0.359896,0.006964,0.352931,6.730152,5.177248,-2.040969,6.970932,5.406153,-1.804673,0.918328,0.918219,0.928755,0.918328
64,0.426626,0.006626,0.419999,7.050560,5.310974,-0.641971,6.653188,5.085382,0.252272,0.933398,0.933454,0.934237,0.933398
65,0.414363,0.006579,0.407784,7.286550,5.684069,0.347109,7.273152,5.765975,0.228154,0.931454,0.931681,0.933289,0.931454
66,0.356929,0.006005,0.350924,6.677375,4.970617,-1.186878,6.308762,4.784544,-0.079163,0.940690,0.940852,0.942458,0.940690
67,0.374519,0.005970,0.368548,6.374930,4.740026,-1.266626,6.251022,4.765543,-0.999223,0.923189,0.923622,0.927263,0.923189
68,0.332847,0.005902,0.326946,6.705836,5.189722,-1.962878,6.798351,5.331449,-1.373786,0.936801,0.937608,0.941722,0.936801
69,0.327279,0.005893,0.321387,6.459249,4.813872,0.744117,6.361465,4.795981,0.209676,0.944093,0.944245,0.946148,0.944093
70,0.367809,0.005848,0.361961,6.131021,4.699026,-1.665452,6.287667,4.906016,-1.318211,0.923189,0.923596,0.925808,0.923189
71,0.352667,0.005991,0.346676,6.618455,5.111559,-0.337999,6.635862,5.123366,0.025923,0.930481,0.930678,0.935288,0.930481
72,0.333441,0.005230,0.328211,7.115343,5.352209,-0.779845,7.144403,5.416295,-0.142084,0.928051,0.929524,0.934569,0.928051
73,0.330139,0.005276,0.324863,7.062986,5.500258,-2.198813,7.071472,5.516000,-1.555795,0.942149,0.942467,0.946892,0.942149
74,0.329905,0.005845,0.324060,6.744424,5.155029,-1.900506,6.757629,5.208497,-1.524244,0.938260,0.938743,0.941480,0.938260
75,0.278666,0.005455,0.273211,5.902850,4.441304,0.323862,5.902918,4.499453,0.016541,0.955761,0.956440,0.959218,0.955761
76,0.280896,0.004800,0.276096,6.687917,5.115613,-1.783035,6.702040,5.245299,-1.958228,0.939718,0.940540,0.946996,0.939718
77,0.324733,0.004974,0.319759,5.889924,4.450216,0.168768,6.176426,4.758963,0.343764,0.946524,0.947118,0.949498,0.946524
78,0.287425,0.005604,0.281820,6.756330,4.891809,0.693263,7.029688,5.170415,1.279610,0.943607,0.944537,0.946842,0.943607
79,0.281822,0.005065,0.276757,5.575021,4.128758,-0.640309,5.951870,4.542146,-1.189541,0.946038,0.946467,0.949200,0.946038
80,0.338320,0.006155,0.332164,6.003037,4.645830,-1.974458,6.043270,4.645895,-1.487006,0.952358,0.952739,0.954302,0.952358
81,0.265569,0.004868,0.260702,6.180200,4.693433,-1.809682,6.472499,5.041508,-1.813934,0.943607,0.943618,0.944545,0.943607
82,0.276486,0.004705,0.271780,5.771490,4.333718,-1.685224,5.893219,4.483683,-1.871983,0.948955,0.949832,0.953109,0.948955
83,0.310308,0.005271,0.305037,5.506907,4.133865,-0.255518,5.669737,4.323301,-0.213313,0.946038,0.946752,0.949596,0.946038
84,0.282038,0.004973,0.277065,5.563417,4.148912,0.201864,5.833271,4.398069,0.495419,0.949441,0.949653,0.951019,0.949441
85,0.269471,0.004762,0.264709,6.088691,4.590710,-1.909764,6.238845,4.769511,-1.457483,0.951386,0.952276,0.955672,0.951386
86,0.314013,0.005219,0.308794,5.827294,4.393108,0.372073,5.882667,4.438143,-0.023166,0.948469,0.949224,0.951861,0.948469
87,0.287278,0.005745,0.281533,5.707008,4.267134,0.490297,5.856234,4.438585,0.669206,0.950899,0.951467,0.953834,0.950899
88,0.289244,0.005406,0.283837,5.848904,4.487157,-0.508501,5.900407,4.493830,-0.780512,0.940690,0.940953,0.946605,0.940690
89,0.336146,0.005669,0.330477,6.205831,4.777647,-2.701564,6.262371,4.837654,-2.202461,0.947010,0.947508,0.950174,0.947010
90,0.309726,0.005150,0.304576,5.998795,4.509993,-0.575388,6.257142,4.791101,-0.738849,0.951872,0.952869,0.959019,0.951872
91,0.260182,0.004727,0.255455,5.689231,4.326957,-0.634560,5.986120,4.640005,-1.366754,0.951386,0.951421,0.953095,0.951386
92,0.263933,0.005527,0.258406,6.606843,5.127363,-2.505247,6.714271,5.261533,-2.188887,0.944093,0.944553,0.947587,0.944093
93,0.301694,0.004830,0.296864,6.181776,4.748150,-2.056392,6.133685,4.737456,-1.400619,0.943607,0.944198,0.948525,0.943607
94,0.277076,0.004769,0.272307,5.968471,4.530591,-0.730693,6.197717,4.721395,-1.088074,0.947010,0.947260,0.951025,0.947010
95,0.279769,0.005165,0.274603,6.140543,4.602465,-0.797851,6.264615,4.723248,-0.945807,0.953330,0.953594,0.956019,0.953330
96,0.253144,0.004473,0.248671,6.486288,4.973482,-2.875927,6.855599,5.350041,-3.493520,0.942149,0.942366,0.947104,0.942149
97,0.262496,0.004814,0.257682,5.740242,4.369187,-1.392579,5.854644,4.510073,-1.767850,0.955761,0.956500,0.959607,0.955761
98,0.278445,0.005000,0.273445,5.722912,4.340509,-1.029547,5.991089,4.609349,-1.328007,0.953330,0.953634,0.956386,0.953330
99,0.231413,0.004756,0.226657,5.770265,4.331908,-0.295428,5.957375,4.547588,-0.581040,0.949441,0.949883,0.953525,0.949441
100,0.243615,0.005332,0.238283,7.060427,5.467216,-2.526447,7.153406,5.502433,-1.968555,0.942149,0.942818,0.944142,0.942149
