Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
44,0.531078,0.007818,0.523261,7.874704,6.227921,-0.462375,7.817166,6.085308,-0.513002,0.914439,0.914073,0.918431,0.914439
45,0.506858,0.007498,0.499359,6.596131,5.020233,-0.476852,6.975421,5.223409,0.048020,0.915411,0.916239,0.919437,0.915411
46,0.513347,0.007451,0.505897,7.690010,5.846666,-0.861531,8.128849,6.243603,-0.168991,0.907146,0.908088,0.911337,0.907146
47,0.498250,0.008202,0.490048,7.804194,6.069270,-0.301716,7.616610,5.875629,-0.189609,0.917355,0.917635,0.918713,0.917355
48,0.495409,0.007233,0.488176,7.090354,5.382034,-0.730503,7.064420,5.441132,-1.378817,0.914439,0.914294,0.917742,0.914439
49,0.498169,0.007830,0.490339,8.620468,6.800848,-2.324523,8.893171,6.988939,-2.334337,0.881867,0.881366,0.894537,0.881867
50,0.487486,0.007226,0.480261,7.445203,5.485650,-0.069534,7.295436,5.426078,-0.137018,0.901799,0.902347,0.911415,0.901799
51,0.471365,0.007085,0.464279,7.245479,5.293571,-0.099327,7.282145,5.495947,0.623740,0.916869,0.918682,0.925323,0.916869
52,0.496074,0.007213,0.488861,7.407773,5.597618,-0.408453,7.413686,5.636364,-0.581521,0.921731,0.921505,0.922947,0.921731
53,0.515358,0.008232,0.507126,7.346464,5.555624,-0.987278,7.499700,5.733764,-1.291590,0.916383,0.916572,0.918281,0.916383
54,0.476705,0.006898,0.469807,6.868756,5.186261,0.080811,6.675909,5.092261,0.097769,0.914925,0.915641,0.917449,0.914925
55,0.464780,0.007191,0.457589,8.379284,6.375580,-1.923798,8.974617,6.873211,-2.554083,0.913466,0.914291,0.924195,0.913466
56,0.445602,0.008105,0.437497,7.877741,6.072610,-2.091553,8.217384,6.422824,-2.852773,0.909577,0.909804,0.919626,0.909577
57,0.430069,0.006917,0.423152,7.275799,5.533293,-1.227515,7.454622,5.711767,-1.835123,0.927078,0.927055,0.928217,0.927078
58,0.461380,0.007529,0.453851,6.684288,5.082560,0.305763,6.765684,5.220454,0.688187,0.909577,0.910883,0.924944,0.909577
59,0.417244,0.007451,0.409793,7.420527,5.707569,-1.912314,7.727856,5.891636,-1.816093,0.911035,0.910800,0.912850,0.911035
60,0.438761,0.006881,0.431880,7.131098,5.580698,-2.172897,7.070254,5.521693,-1.866605,0.914925,0.915882,0.925110,0.914925
61,0.423615,0.007043,0.416572,7.122039,5.512506,-1.262813,7.440668,5.821192,-1.544944,0.929995,0.930966,0.936470,0.929995
62,0.407651,0.006876,0.400776,6.189442,4.674619,-0.687107,6.630031,5.086338,-1.527899,0.923675,0.924115,0.927158,0.923675
63,0.439758,0.007030,0.432728,6.472748,4.957689,-0.664096,6.345895,4.932776,0.045038,0.935343,0.935994,0.940536,0.935343
64,0.407375,0.007022,0.400354,6.472693,4.847928,-0.581774,6.686951,5.149936,-1.078904,0.917842,0.918262,0.923030,0.917842
65,0.411417,0.006052,0.405364,6.737146,5.157980,-1.318639,6.433962,4.959273,-0.987279,0.934857,0.935375,0.937550,0.934857
66,0.381145,0.006576,0.374569,7.524384,5.858630,-1.411471,7.142262,5.635658,-0.545721,0.923675,0.924196,0.925875,0.923675
67,0.419878,0.006569,0.413309,7.520781,5.869540,-1.298255,7.905554,6.157503,-1.811786,0.929509,0.929505,0.931756,0.929509
68,0.383529,0.007261,0.376268,6.872037,5.248305,-0.260735,7.253441,5.591018,0.139740,0.929995,0.930378,0.931949,0.929995
69,0.390768,0.006754,0.384014,6.948164,5.366385,-1.471963,7.233992,5.681240,-1.748796,0.933884,0.934544,0.939684,0.933884
70,0.352027,0.006334,0.345693,6.244320,4.625600,1.357121,6.275537,4.702985,1.142962,0.929509,0.930100,0.935190,0.929509
71,0.377080,0.006540,0.370540,6.529865,4.954610,-0.688287,6.459509,4.874519,-0.436330,0.936801,0.937572,0.940307,0.936801
72,0.362006,0.006112,0.355894,6.463205,4.969752,-0.961059,6.947591,5.377575,-1.141231,0.929023,0.929939,0.933999,0.929023
73,0.407919,0.006449,0.401470,7.143683,5.407764,0.431483,7.068546,5.390814,0.607016,0.918814,0.919274,0.921211,0.918814
74,0.376443,0.006360,0.370083,5.879336,4.468085,-0.634619,6.031167,4.640927,-0.901384,0.950899,0.951642,0.953906,0.950899
75,0.333226,0.006072,0.327154,6.525113,5.101882,-1.344923,7.033130,5.491629,-0.986469,0.941176,0.941784,0.943486,0.941176
76,0.362205,0.006140,0.356065,7.199334,5.416979,-2.432397,6.964496,5.378985,-2.458217,0.939718,0.939769,0.940971,0.939718
77,0.355521,0.005798,0.349722,5.903280,4.463072,0.538927,6.174652,4.714188,0.407020,0.945066,0.945195,0.945752,0.945066
78,0.340035,0.005914,0.334121,6.608624,5.097169,-1.045723,6.547132,5.049222,-0.735365,0.944579,0.945480,0.949673,0.944579
79,0.331662,0.005604,0.326058,6.649307,4.804982,-0.080185,6.785694,4.942549,-0.028666,0.940204,0.940876,0.943081,0.940204
80,0.364520,0.006352,0.358168,6.443911,4.879651,-0.427440,6.602791,5.012020,-0.304622,0.920758,0.922343,0.935378,0.920758
81,0.402555,0.006962,0.395593,7.029584,5.436347,-1.652028,6.774787,5.269466,-1.073456,0.929023,0.930486,0.934733,0.929023
82,0.365225,0.006236,0.358989,6.823053,5.242850,-0.898482,6.352604,4.913656,-0.749583,0.950413,0.950916,0.952657,0.950413
83,0.358957,0.006184,0.352773,6.807408,5.193830,-0.625300,6.908751,5.350426,-1.034344,0.945066,0.945570,0.947351,0.945066
84,0.323149,0.005748,0.317401,6.312575,4.807266,0.030607,6.351117,4.905234,-0.341038,0.944093,0.944650,0.945714,0.944093
85,0.321025,0.005695,0.315330,5.848225,4.477735,-0.619994,6.080848,4.683329,-0.588117,0.942149,0.942479,0.943588,0.942149
86,0.325693,0.005820,0.319873,5.780435,4.362072,-0.212602,6.073144,4.678690,-0.491641,0.940204,0.941036,0.944781,0.940204
87,0.301324,0.005720,0.295604,5.875063,4.457655,-1.057610,6.037814,4.658018,-1.142661,0.942635,0.943468,0.947362,0.942635
88,0.291989,0.005162,0.286827,6.381288,4.896554,-0.596508,6.415118,5.003359,-0.428057,0.947010,0.947263,0.948389,0.947010
89,0.344504,0.005650,0.338855,6.137134,4.659893,0.147501,5.997331,4.554038,0.270810,0.936315,0.936599,0.937365,0.936315
90,0.310879,0.005458,0.305421,6.096033,4.673594,-0.408253,6.139455,4.756980,-0.559744,0.955275,0.956005,0.958971,0.955275
91,0.335455,0.006661,0.328794,6.886724,5.293950,-0.288604,6.702757,5.127591,0.142817,0.943121,0.943366,0.944543,0.943121
92,0.286878,0.005999,0.280879,5.859029,4.467989,-0.737104,5.771004,4.441131,-0.152320,0.944093,0.944550,0.945800,0.944093
93,0.281251,0.005462,0.275790,6.370661,4.779449,0.803066,6.359609,4.830951,0.500894,0.950413,0.950605,0.951188,0.950413
94,0.274855,0.005153,0.269701,5.835624,4.531014,-1.808396,5.751158,4.467186,-1.441144,0.942149,0.942594,0.943661,0.942149
95,0.290351,0.005630,0.284721,6.311870,4.852769,-0.259491,6.416721,4.959339,0.274112,0.947982,0.948948,0.951860,0.947982
96,0.334136,0.006584,0.327551,6.441134,5.057077,-2.164887,6.478051,5.095682,-1.820413,0.946524,0.946683,0.947178,0.946524
97,0.309091,0.005175,0.303916,6.982885,5.414345,-2.022482,7.239525,5.661519,-2.095470,0.951386,0.951978,0.953523,0.951386
98,0.297597,0.005745,0.291852,5.986251,4.539366,-1.283935,6.115054,4.758543,-1.366144,0.958192,0.958637,0.960271,0.958192
99,0.278077,0.005215,0.272862,5.731731,4.317306,-0.389968,5.918235,4.512618,-0.187625,0.953330,0.954132,0.958662,0.953330
100,0.250188,0.004705,0.245482,5.573007,4.179292,-0.527088,5.813034,4.416228,-0.182294,0.956733,0.956903,0.957569,0.956733
