Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
50,0.459435,0.007648,0.451787,6.128947,4.707983,-0.855224,6.367763,4.941410,-1.403494,0.916869,0.916981,0.923203,0.916869
51,0.429200,0.007782,0.421418,6.477170,4.934623,2.025496,6.516692,4.944375,0.503464,0.909091,0.909309,0.915733,0.909091
52,0.444007,0.007111,0.436897,6.759112,5.326182,0.734421,7.122430,5.550183,-1.371869,0.916383,0.916844,0.920532,0.916383
53,0.463601,0.007183,0.456418,6.130632,4.655066,0.007874,6.411819,4.934280,-0.248702,0.931454,0.931692,0.932270,0.931454
54,0.427327,0.006760,0.420567,6.360843,4.780666,0.693608,6.926547,5.166593,0.121156,0.930967,0.931824,0.935821,0.930967
55,0.489260,0.008178,0.481083,6.511378,4.898910,-1.566941,7.024923,5.332574,-1.710132,0.901313,0.902736,0.910588,0.901313
56,0.450332,0.007505,0.442827,6.607602,5.092354,-0.050024,7.144081,5.543843,-0.431756,0.911035,0.911451,0.915497,0.911035
57,0.422976,0.006587,0.416389,6.269539,4.744207,-0.139682,6.518691,4.977495,-0.777148,0.926592,0.926628,0.929755,0.926592
58,0.380925,0.006176,0.374749,6.540326,5.041519,-2.074055,6.743039,5.319138,-2.198472,0.942635,0.943219,0.948523,0.942635
59,0.386499,0.006167,0.380332,6.377312,4.849946,1.211375,6.469484,4.916928,0.841001,0.916869,0.917014,0.925614,0.916869
60,0.412160,0.006603,0.405558,6.478204,4.998380,-1.402106,6.843540,5.372982,-1.272578,0.933398,0.933734,0.939859,0.933398
61,0.385214,0.006821,0.378394,6.137459,4.746462,-0.185447,6.371557,4.960272,-0.777907,0.932426,0.932591,0.934516,0.932426
62,0.363950,0.005693,0.358257,5.996239,4.525904,-0.773534,6.347105,4.900466,-1.544319,0.936315,0.936368,0.938520,0.936315
63,0.348736,0.005761,0.342975,6.734838,5.148215,0.365198,6.664396,5.103194,-0.406821,0.921731,0.921899,0.927339,0.921731
64,0.364555,0.006205,0.358351,6.345123,4.843922,-0.000675,6.661417,5.150224,0.256699,0.931940,0.932701,0.940504,0.931940
65,0.403170,0.006627,0.396544,6.667172,5.125341,-1.317728,6.592409,5.074906,-0.498389,0.940690,0.940748,0.943034,0.940690
66,0.384453,0.006614,0.377839,6.322429,4.861782,-0.932313,6.661616,5.255200,-2.123059,0.940690,0.940949,0.944080,0.940690
67,0.368323,0.006284,0.362040,6.176863,4.722253,0.350226,6.122508,4.719520,0.038534,0.939232,0.939664,0.940666,0.939232
68,0.325222,0.005409,0.319813,6.565564,5.032611,-0.701700,6.785007,5.252616,-1.653748,0.935829,0.935943,0.937565,0.935829
69,0.342443,0.006310,0.336134,6.782454,5.157566,-0.737091,7.168217,5.466602,-1.539237,0.937287,0.938036,0.944233,0.937287
70,0.377095,0.006318,0.370777,6.144578,4.624910,1.068540,6.328298,4.789982,0.828661,0.930481,0.930635,0.935265,0.930481
71,0.330339,0.005727,0.324613,6.017153,4.562649,-0.205468,6.535350,5.027227,-0.500884,0.929023,0.929606,0.934416,0.929023
72,0.335587,0.005946,0.329641,6.224638,4.647845,0.795014,6.443491,4.903946,0.462487,0.941176,0.941806,0.945800,0.941176
73,0.377209,0.006582,0.370626,6.293986,4.847744,1.780146,6.424576,4.927683,0.950668,0.926592,0.926667,0.932053,0.926592
74,0.339109,0.005874,0.333235,5.926676,4.431760,0.560970,6.291590,4.800008,1.110821,0.944579,0.944656,0.946695,0.944579
75,0.337725,0.005615,0.332110,7.107640,5.211556,1.679400,7.232650,5.417692,1.131528,0.937773,0.938022,0.943158,0.937773
76,0.337687,0.006051,0.331637,7.955922,6.262725,-2.477364,8.145135,6.440561,-2.429273,0.956247,0.956515,0.959134,0.956247
77,0.359596,0.006258,0.353339,6.153775,4.603934,-0.048745,6.378275,4.861588,-0.668550,0.928537,0.929059,0.933597,0.928537
78,0.342089,0.005683,0.336406,5.880998,4.460006,-0.402866,6.415847,4.964752,-0.506235,0.952358,0.952761,0.955108,0.952358
79,0.353137,0.005874,0.347263,6.248684,4.745577,-0.140772,6.700370,5.163383,-0.915324,0.946038,0.946375,0.948280,0.946038
80,0.311656,0.006309,0.305347,6.059475,4.585365,-0.409445,6.242090,4.810102,-1.079576,0.946038,0.946371,0.947523,0.946038
81,0.342759,0.005702,0.337057,5.779609,4.334064,-0.169696,6.144787,4.666284,-0.108779,0.953330,0.954264,0.959250,0.953330
82,0.286147,0.005837,0.280310,5.948644,4.500597,-0.182493,6.322311,4.855857,-0.593291,0.950899,0.950937,0.952430,0.950899
83,0.285994,0.005563,0.280431,6.203220,4.636361,-0.270245,6.275966,4.752446,-0.274773,0.930481,0.930082,0.934476,0.930481
84,0.285698,0.005569,0.280129,6.464727,4.973360,-0.455078,6.690088,5.166522,-0.521514,0.937287,0.937506,0.939993,0.937287
85,0.291957,0.005116,0.286842,7.475768,5.856740,-2.584877,7.304680,5.662183,-1.731902,0.936315,0.936786,0.938828,0.936315
86,0.351120,0.006251,0.344869,6.492878,4.966978,0.350374,7.035006,5.475460,1.058733,0.942149,0.942825,0.945266,0.942149
87,0.284367,0.005674,0.278693,6.793232,5.238222,-1.962090,7.094972,5.564464,-2.391074,0.953816,0.954473,0.959369,0.953816
88,0.278442,0.005655,0.272787,6.701705,5.209753,-1.560795,6.588612,5.108046,-1.452164,0.936801,0.937826,0.943819,0.936801
89,0.292088,0.005320,0.286768,6.567689,4.982975,-1.915584,7.013140,5.364511,-2.661430,0.951872,0.952962,0.957361,0.951872
90,0.281761,0.005175,0.276586,5.955898,4.522101,0.484866,6.313979,4.865950,-0.022255,0.949927,0.950092,0.951412,0.949927
91,0.339765,0.005959,0.333806,6.040079,4.493721,-0.181119,6.375856,4.929024,-0.971994,0.949927,0.950323,0.951586,0.949927
92,0.297958,0.005880,0.292077,5.455262,4.088567,0.050737,5.799382,4.426145,-0.296423,0.954789,0.954884,0.958389,0.954789
93,0.284804,0.005116,0.279687,6.128196,4.614709,1.111857,6.356884,4.690285,0.420858,0.947010,0.947174,0.949124,0.947010
94,0.285297,0.004997,0.280299,5.571460,4.233221,0.882723,5.597637,4.263047,0.453290,0.952358,0.952652,0.956470,0.952358
95,0.276388,0.004947,0.271441,5.801520,4.296393,-1.062102,6.155770,4.640062,-1.037171,0.948955,0.949381,0.951961,0.948955
96,0.233219,0.005271,0.227949,6.375525,4.824567,-1.082588,6.460994,4.925706,-0.879366,0.955761,0.956542,0.961505,0.955761
97,0.291816,0.005082,0.286734,6.250142,4.778253,1.466080,6.532219,5.104396,0.497031,0.950899,0.951160,0.953405,0.950899
98,0.266393,0.004714,0.261679,5.978204,4.535238,-0.990101,6.245470,4.822213,-1.742017,0.956247,0.956264,0.956740,0.956247
99,0.289978,0.005911,0.284067,6.256216,4.837612,-2.629669,6.524637,5.088786,-2.828116,0.952358,0.952573,0.953177,0.952358
100,0.252523,0.005878,0.246645,5.933528,4.509449,-0.483725,6.099968,4.687748,-0.513557,0.945066,0.945251,0.947567,0.945066
