Epoch,Total_Loss,Reg_Loss,Cls_Loss,RMSE_SM0,MAE_SM0,ME_SM0,RMSE_SM20,MAE_SM20,ME_SM20,Accuracy,F1_Score,Precision,Recall
14,1.119182,0.018705,1.100477,11.126682,8.540734,2.202503,11.222269,8.706007,2.244882,0.735537,0.732459,0.738691,0.735537
15,1.029720,0.017457,1.012263,11.532939,9.134723,-1.783027,11.262720,8.921281,0.010519,0.750122,0.749838,0.768225,0.750122
16,0.997565,0.015865,0.981699,9.991933,7.564623,1.788316,10.067906,7.683002,2.122113,0.757414,0.753100,0.765676,0.757414
17,0.974248,0.015257,0.958991,10.483939,8.123562,3.561615,10.397433,7.987932,3.501464,0.771998,0.768032,0.774160,0.771998
18,0.909820,0.014607,0.895213,10.514206,8.074050,-0.033941,10.539105,8.156376,0.814785,0.771512,0.771347,0.790705,0.771512
19,0.901845,0.015744,0.886101,10.892864,8.636712,2.141644,10.740843,8.431195,2.496392,0.789013,0.789553,0.800285,0.789013
20,0.864892,0.013343,0.851548,9.445804,7.480553,0.475100,9.763847,7.638020,0.528069,0.785124,0.783641,0.794105,0.785124
21,0.847465,0.012818,0.834647,9.411752,7.038785,1.973751,9.291555,6.955905,1.656487,0.809917,0.809330,0.817616,0.809917
22,0.839164,0.013666,0.825498,8.770438,6.847384,2.097448,8.810584,6.795090,1.782814,0.805542,0.804986,0.833447,0.805542
23,0.809241,0.012733,0.796508,8.929223,6.921935,1.934117,8.998719,7.002694,1.159331,0.812834,0.814868,0.833039,0.812834
24,0.789523,0.012879,0.776644,8.340156,6.463624,0.742657,8.467446,6.468018,0.561397,0.836169,0.836319,0.840249,0.836169
25,0.794988,0.012120,0.782868,9.865062,7.656449,3.106381,10.270851,7.950585,3.232897,0.827419,0.827680,0.841666,0.827419
26,0.754954,0.012314,0.742640,9.107400,6.912955,1.456852,9.060109,6.715932,1.116180,0.848323,0.846940,0.850001,0.848323
27,0.772346,0.014473,0.757873,11.455259,9.011117,-2.792017,11.275880,8.782644,-2.258927,0.849295,0.847646,0.851816,0.849295
28,0.719483,0.013540,0.705944,8.752310,6.742046,1.271887,8.766537,6.665768,0.939453,0.851726,0.851320,0.857384,0.851726
29,0.695977,0.012189,0.683789,8.498529,6.453248,0.382608,8.397466,6.423976,0.914156,0.845892,0.845065,0.861247,0.845892
30,0.674312,0.010294,0.664018,8.729875,6.757495,0.362461,9.090645,6.993137,1.202586,0.876033,0.876600,0.882694,0.876033
31,0.661303,0.010599,0.650704,8.331430,6.474200,-0.582687,8.485874,6.569575,-0.291544,0.869227,0.869750,0.873044,0.869227
32,0.685567,0.011861,0.673706,9.691836,7.584754,-1.569402,9.684516,7.589041,-1.447982,0.840058,0.838252,0.849144,0.840058
33,0.710673,0.011397,0.699276,8.974459,6.793596,-0.662762,8.901152,6.865154,-1.714060,0.856101,0.855414,0.866856,0.856101
34,0.663427,0.010130,0.653296,7.504817,5.733929,1.571422,7.551664,5.778089,1.238526,0.877978,0.879318,0.888533,0.877978
35,0.628697,0.009646,0.619050,8.516540,6.647648,-0.963239,9.179131,7.125397,-1.600403,0.851240,0.850666,0.856575,0.851240
36,0.608655,0.009886,0.598769,7.926964,6.205313,-1.541653,8.010702,6.287599,-0.607973,0.900340,0.899960,0.900468,0.900340
37,0.640338,0.011788,0.628550,8.137586,6.230846,1.002189,7.892813,6.087255,0.272572,0.891104,0.891977,0.894880,0.891104
38,0.634229,0.010002,0.624227,8.950490,6.879894,0.805746,8.460300,6.491179,0.903512,0.893048,0.893981,0.898890,0.893048
39,0.603046,0.010570,0.592477,7.766834,6.019090,0.902782,7.815484,6.028966,0.852411,0.896451,0.896119,0.897743,0.896451
40,0.584407,0.009572,0.574834,7.757302,6.077879,-0.935546,7.949060,6.143777,-0.660379,0.870199,0.869117,0.878901,0.870199
41,0.548021,0.009787,0.538235,7.910019,6.085845,0.826144,7.870949,6.093818,1.054760,0.891590,0.891156,0.898382,0.891590
42,0.605565,0.010478,0.595088,7.822771,5.985686,0.305178,7.703169,5.763065,0.258133,0.896937,0.896314,0.899879,0.896937
43,0.528423,0.008589,0.519834,7.703494,6.025908,-0.354050,8.311586,6.487252,-0.819127,0.917842,0.918287,0.919605,0.917842
44,0.524651,0.008842,0.515809,7.498115,5.819963,2.245948,7.533101,5.887880,2.292127,0.871172,0.869397,0.882941,0.871172
45,0.517295,0.007761,0.509534,7.986679,6.154476,-1.951112,7.643203,6.035709,-1.946697,0.912008,0.912038,0.915391,0.912008
46,0.581174,0.010465,0.570709,7.451797,5.819570,-0.557606,7.499855,5.811855,-0.836735,0.903743,0.903804,0.908970,0.903743
47,0.539774,0.010333,0.529441,7.068346,5.452213,-0.298769,7.003827,5.408474,-0.466484,0.898882,0.900129,0.909212,0.898882
48,0.506765,0.008581,0.498184,7.225387,5.559430,-0.867989,7.405865,5.647887,-0.837557,0.917355,0.918678,0.925230,0.917355
49,0.488872,0.008114,0.480758,7.230379,5.528566,1.694919,7.530068,5.785492,2.420537,0.905688,0.905770,0.909722,0.905688
50,0.494097,0.007547,0.486551,7.309299,5.563189,1.841835,7.414464,5.599508,2.386184,0.921245,0.922149,0.927179,0.921245
51,0.484566,0.008047,0.476519,7.188235,5.547819,0.159147,7.256721,5.646288,0.505388,0.912980,0.912935,0.917291,0.912980
52,0.467313,0.007573,0.459739,7.104358,5.346943,-0.021866,6.950702,5.303020,0.051225,0.923675,0.923933,0.926040,0.923675
53,0.490614,0.008259,0.482354,6.813987,5.119436,-0.199805,6.905331,5.198064,-0.352937,0.928051,0.928470,0.932147,0.928051
54,0.460745,0.008026,0.452720,6.820662,5.230117,-0.760685,6.809983,5.228729,-0.453855,0.909577,0.909500,0.914027,0.909577
55,0.484279,0.008441,0.475838,7.299877,5.669155,-0.949085,7.112115,5.486727,-0.802695,0.930481,0.930544,0.935292,0.930481
56,0.489164,0.008999,0.480165,6.914778,5.276663,-0.172878,7.254186,5.540998,0.832276,0.930481,0.930821,0.935053,0.930481
57,0.458107,0.007864,0.450243,7.070051,5.475832,-1.125473,7.145577,5.595357,-1.022350,0.925620,0.926235,0.929484,0.925620
58,0.473821,0.008453,0.465368,6.670849,5.099389,0.817028,6.609060,5.126341,0.385110,0.931940,0.932163,0.933627,0.931940
59,0.443493,0.008111,0.435381,7.080833,5.398234,0.497763,7.012224,5.364666,0.979507,0.929023,0.929477,0.930534,0.929023
60,0.481893,0.008366,0.473528,7.353170,5.583829,-0.291396,7.417491,5.749056,-0.536104,0.923189,0.923458,0.928043,0.923189
61,0.417978,0.007382,0.410596,6.682429,5.115305,-0.096986,6.816823,5.243779,-0.416585,0.929995,0.930419,0.934298,0.929995
62,0.456411,0.007466,0.448945,6.882481,5.302398,0.520579,7.065217,5.431719,0.445267,0.928537,0.928615,0.932268,0.928537
63,0.441910,0.007976,0.433934,7.231171,5.528685,-1.540415,7.393215,5.736463,-1.940229,0.929995,0.930425,0.932515,0.929995
64,0.409000,0.006775,0.402225,6.420067,4.960166,-1.156542,6.441774,5.006888,-1.050048,0.931940,0.932002,0.933789,0.931940
65,0.420160,0.007346,0.412815,6.695123,5.141866,0.697658,6.784632,5.204067,0.800660,0.933398,0.934196,0.938596,0.933398
66,0.406105,0.007117,0.398987,6.468056,4.972193,-0.857259,6.537804,5.058038,-0.772580,0.929509,0.930158,0.932908,0.929509
67,0.400434,0.006665,0.393769,6.977990,5.289394,1.181570,7.130080,5.340302,0.327948,0.936801,0.937243,0.939008,0.936801
68,0.402034,0.007242,0.394792,6.596870,5.057059,-0.712487,6.745460,5.247792,-0.524705,0.932912,0.932998,0.933284,0.932912
69,0.382072,0.006603,0.375469,6.437415,4.925706,-1.065815,6.587461,5.107515,-1.099975,0.938260,0.938786,0.942247,0.938260
70,0.398488,0.006399,0.392089,7.074192,5.423807,0.367423,7.245032,5.577049,0.480439,0.934857,0.935659,0.937648,0.934857
71,0.388349,0.007446,0.380903,6.961996,5.352116,-2.518651,6.903431,5.283619,-2.082391,0.937287,0.937520,0.939696,0.937287
72,0.367960,0.006633,0.361327,6.788126,5.236532,-0.544242,6.870675,5.334057,-0.351060,0.926592,0.927198,0.934026,0.926592
73,0.373068,0.007250,0.365817,7.268631,5.468387,2.185694,7.660324,5.799341,2.398839,0.938260,0.938160,0.940216,0.938260
74,0.388363,0.006243,0.382121,6.878882,5.125968,0.356019,6.572880,5.008953,-0.015385,0.931940,0.932402,0.936945,0.931940
75,0.389635,0.007272,0.382364,7.763230,6.059249,-1.946786,8.073222,6.338690,-2.020012,0.909091,0.909772,0.915864,0.909091
76,0.382473,0.007025,0.375447,6.587911,4.922720,-0.252736,6.431985,4.884303,-0.814663,0.942149,0.942396,0.944967,0.942149
77,0.344348,0.005885,0.338464,6.615084,5.111753,-0.144816,6.591940,5.110287,-0.361354,0.946524,0.947160,0.952250,0.946524
78,0.382854,0.006866,0.375988,6.809949,5.091733,0.121968,6.673866,5.048211,0.149693,0.941176,0.942056,0.944968,0.941176
79,0.373981,0.006703,0.367278,6.676831,5.149942,1.260258,6.641866,5.089431,0.594051,0.932912,0.933045,0.934663,0.932912
80,0.348893,0.005950,0.342943,5.890148,4.505412,0.188264,6.063629,4.649163,-0.385423,0.945066,0.945075,0.947989,0.945066
81,0.372529,0.005720,0.366809,6.194637,4.648271,0.383553,6.282578,4.722940,0.332711,0.934370,0.934534,0.936571,0.934370
82,0.328410,0.006264,0.322146,6.001397,4.533456,-0.010432,6.332522,4.864961,-0.216420,0.947496,0.948063,0.951657,0.947496
83,0.342415,0.006209,0.336206,6.480467,4.954100,0.634181,6.481364,5.029671,-0.032390,0.944579,0.944664,0.945176,0.944579
84,0.318511,0.006273,0.312238,6.898013,5.226086,-0.380702,6.708071,5.123192,-0.448408,0.931940,0.932389,0.934168,0.931940
85,0.328514,0.006123,0.322391,6.469530,4.900406,-0.874837,6.495502,4.981799,-1.263906,0.939232,0.939774,0.942633,0.939232
86,0.348813,0.006103,0.342710,6.237561,4.775161,0.759763,6.017545,4.652552,0.598853,0.948955,0.949483,0.953521,0.948955
87,0.324764,0.006269,0.318495,7.404406,5.707884,0.455585,7.213520,5.575261,-0.388591,0.941663,0.941981,0.945022,0.941663
88,0.319055,0.006082,0.312973,6.658149,5.046600,0.990016,6.991135,5.336661,0.921469,0.943607,0.943591,0.948096,0.943607
89,0.329521,0.006238,0.323284,7.222776,5.494698,-0.998052,7.233473,5.650409,-1.446653,0.941663,0.941852,0.943183,0.941663
90,0.327657,0.006442,0.321216,6.099068,4.631009,0.053397,6.452728,4.937895,0.649145,0.943607,0.943742,0.946643,0.943607
91,0.299288,0.005679,0.293609,6.356859,4.907875,-0.346492,6.318667,4.798777,-0.332658,0.949441,0.949711,0.951012,0.949441
92,0.347037,0.006701,0.340336,6.167045,4.640455,0.070258,6.429802,4.896407,0.333140,0.946524,0.947184,0.951323,0.946524
93,0.314283,0.006328,0.307955,6.042872,4.642055,-2.133175,6.204023,4.800665,-2.232415,0.947496,0.948423,0.952145,0.947496
94,0.341575,0.006328,0.335247,6.139601,4.724286,-1.199538,6.300912,4.890358,-1.456307,0.938746,0.939094,0.942572,0.938746
95,0.308843,0.006161,0.302682,6.867169,5.105285,1.556102,7.169378,5.375424,0.707722,0.938260,0.939125,0.942197,0.938260
96,0.310123,0.006074,0.304049,6.960968,5.261813,0.639310,6.935446,5.301896,0.231023,0.947010,0.947144,0.948885,0.947010
97,0.293651,0.005832,0.287819,6.014202,4.674565,-0.028852,6.239084,4.859372,-0.390194,0.948955,0.949230,0.952195,0.948955
98,0.281567,0.005400,0.276167,6.590932,4.908710,0.558531,6.654579,4.969642,0.905499,0.937287,0.938024,0.939991,0.937287
99,0.298378,0.006386,0.291992,5.840467,4.471129,0.740739,5.834674,4.531536,0.449488,0.945066,0.945745,0.953280,0.945066
100,0.290074,0.005628,0.284445,5.685368,4.347971,-1.620264,5.774562,4.458764,-1.369495,0.942149,0.942458,0.945287,0.942149
