mu,epoch,vicreg_loss
33.0,1,43.45616935251233
33.0,2,41.222812713704535
33.0,3,39.04479506305445
33.0,4,37.21235653173144
33.0,5,35.3902415847269
33.0,6,33.85847046346626
33.0,7,32.279010082596294
33.0,8,31.09106236242643
33.0,9,29.733597624285995
33.0,10,28.33985023600396
33.0,11,27.16961275719514
33.0,12,26.242553975776296
33.0,13,25.521939182154167
33.0,14,24.618682550651847
33.0,15,23.82420371785183
33.0,16,23.32113070672599
33.0,17,22.88262692949323
33.0,18,22.396210231195305
33.0,19,22.255566575339383
33.0,20,21.76231291838418
33.0,21,21.48330541287309
33.0,22,21.15926235540209
33.0,23,21.04807526979332
33.0,24,20.87984174720754
33.0,25,20.658794390343537
33.0,26,20.562615237980882
33.0,27,20.371033058624878
33.0,28,20.17340538625883
33.0,29,20.060783284369393
33.0,30,20.074708276501646
33.0,31,19.944828692997728
33.0,32,19.8971127457867
33.0,33,19.857465884077534
33.0,34,19.78474132654982
33.0,35,19.68489758194846
33.0,36,19.620987394304873
33.0,37,19.423510736075837
33.0,38,19.450870524102122
33.0,39,19.456980760011557
33.0,40,19.338597996690087
33.0,41,19.201713180032687
33.0,42,19.27062752472861
33.0,43,19.23129691364609
33.0,44,19.181016585855524
33.0,45,19.114754665359477
33.0,46,18.986819462082256
33.0,47,18.952844629937083
33.0,48,19.024248140994633
33.0,49,18.834720237232816
33.0,50,18.98338810624045
33.0,51,18.899330075496984
33.0,52,18.78600965482052
33.0,53,18.927236956811555
33.0,54,18.77626082671182
33.0,55,18.777426089400123
33.0,56,18.740973224308846
33.0,57,18.77105289403205
33.0,58,18.605805591842998
33.0,59,18.720320234311437
33.0,60,18.599612779706437
33.0,61,18.52975840498513
33.0,62,18.536911234836552
33.0,63,18.623157419731843
33.0,64,18.535807542075144
33.0,65,18.578765222322797
33.0,66,18.452139091746353
33.0,67,18.46465177497813
33.0,68,18.43435875595969
33.0,69,18.397494961645638
33.0,70,18.379027026676845
33.0,71,18.41881620868026
33.0,72,18.301583181872704
33.0,73,18.358556370550545
33.0,74,18.31258518005086
33.0,75,18.240446951424328
33.0,76,18.281140864770784
33.0,77,18.222841600232194
33.0,78,18.32184232856944
33.0,79,18.25936354241161
33.0,80,18.27147286724503
