mu,epoch,vicreg_loss
23.0,1,32.940432687308665
23.0,2,31.290612441038736
23.0,3,30.209183047387565
23.0,4,29.00575964027476
23.0,5,28.009648726683594
23.0,6,26.959583600786562
23.0,7,25.998383538586115
23.0,8,25.052938715956397
23.0,9,24.095030207818596
23.0,10,23.329525956483646
23.0,11,22.673126574670363
23.0,12,21.947783843219998
23.0,13,21.37138226130935
23.0,14,20.88151852056404
23.0,15,20.166927016784097
23.0,16,19.921922444342293
23.0,17,19.481105236567867
23.0,18,19.16673284410953
23.0,19,18.906265295713702
23.0,20,18.54023057023419
23.0,21,18.491707414746763
23.0,22,18.287841618618117
23.0,23,18.122347472665783
23.0,24,17.97108952098281
23.0,25,17.902163397326806
23.0,26,17.80899572054121
23.0,27,17.59366975002518
23.0,28,17.59312126633322
23.0,29,17.454584072046828
23.0,30,17.30788098349272
23.0,31,17.307966951693647
23.0,32,17.23557619163605
23.0,33,17.240642127430487
23.0,34,17.260915659457563
23.0,35,17.121689147083398
23.0,36,17.024711941208476
23.0,37,17.118673370422446
23.0,38,16.919542262964796
23.0,39,16.979732004122358
23.0,40,16.893593877275414
23.0,41,16.902026750694446
23.0,42,16.943238360222892
23.0,43,16.86122459594971
23.0,44,16.81152851272807
23.0,45,16.667402107024863
23.0,46,16.718508977597164
23.0,47,16.650537159796233
23.0,48,16.625911702460378
23.0,49,16.68814462399451
23.0,50,16.58900830583356
23.0,51,16.611962545061303
23.0,52,16.50990711639975
23.0,53,16.54455494976171
23.0,54,16.621261715093187
23.0,55,16.475808265849015
23.0,56,16.523373165818178
23.0,57,16.49806463575172
23.0,58,16.474598893495365
23.0,59,16.448297345272213
23.0,60,16.419700024124776
23.0,61,16.46687960783853
23.0,62,16.45814414845608
23.0,63,16.403985330355024
23.0,64,16.415448867431152
23.0,65,16.294985506340403
23.0,66,16.348124725637195
23.0,67,16.31679990867747
23.0,68,16.290162874636884
23.0,69,16.336770768159223
23.0,70,16.29654057481101
23.0,71,16.23430465474148
23.0,72,16.273469698285865
23.0,73,16.318209371834158
23.0,74,16.265229399595782
23.0,75,16.24149460658849
23.0,76,16.30928236397309
23.0,77,16.24495090184129
23.0,78,16.2165992033975
23.0,79,16.150945658359095
23.0,80,16.273104527604595
